English,Gloss,Href
Hot cocoa is my favorite bedtime treat.,MY FAVORITE BEDTIME T-R-E-A-T WHAT? HOT COCOA.,https://www.signingsavvy.com/sentences/preferences/5668
"My favorite science fiction movie is ""Star Wars.""","MY FAVORITE SCIENCE F-I-C-T-I-O-N MOVIE WHAT? QUOTE ""STAR WARS""",https://www.signingsavvy.com/sentences/preferences/5669
I like to cuddle up with my cat.,MY CAT I LIKE CUDDLE.,https://www.signingsavvy.com/sentences/preferences/5670
I like books.,I LIKE BOOKS.,https://www.signingsavvy.com/sentences/preferences/6171
I love books.,I LOVE BOOKS.,https://www.signingsavvy.com/sentences/preferences/6172
I dislike books.,I DISLIKE BOOKS.,https://www.signingsavvy.com/sentences/preferences/6173
I hate books.,I HATE BOOKS.,https://www.signingsavvy.com/sentences/preferences/6174
Do you like books?,YOU LIKE BOOKS?,https://www.signingsavvy.com/sentences/preferences/6175
I like trees.,I LIKE TREES.,https://www.signingsavvy.com/sentences/preferences/6176
I love trees.,I LOVE TREES.,https://www.signingsavvy.com/sentences/preferences/6177
I dislike trees.,I DISLIKE TREES.,https://www.signingsavvy.com/sentences/preferences/6178
I hate trees.,I HATE TREES.,https://www.signingsavvy.com/sentences/preferences/6179
Do you like trees?,YOU LIKE TREES?,https://www.signingsavvy.com/sentences/preferences/6180
I like ice cream.,I LIKE ICE CREAM.,https://www.signingsavvy.com/sentences/preferences/6167
I love ice cream.,I LOVE ICE CREAM.,https://www.signingsavvy.com/sentences/preferences/6168
I dislike ice cream.,I DISLIKE ICE CREAM,https://www.signingsavvy.com/sentences/preferences/6169
I hate ice cream.,I HATE ICE CREAM.,https://www.signingsavvy.com/sentences/preferences/6170
Do you like ice cream?,YOU LIKE ICE CREAM?,https://www.signingsavvy.com/sentences/preferences/6166
Jim loves Jen.,J-I-M LOVES J-E-N.,https://www.signingsavvy.com/sentences/preferences/6165
Jen hates Jim.,J-E-N HATES J-I-M.,https://www.signingsavvy.com/sentences/preferences/6183
I like telephones.,I LIKE TELEPHONES.,https://www.signingsavvy.com/sentences/preferences/6186
I love telephones.,I LOVE TELEPHONES.,https://www.signingsavvy.com/sentences/preferences/6189
I dislike telephones.,I DISLIKE TELEPHONES.,https://www.signingsavvy.com/sentences/preferences/6192
I hate telephones.,I HATE TELEPHONES.,https://www.signingsavvy.com/sentences/preferences/6198
Do you like telephones?,YOU LIKE TELEPHONES?,https://www.signingsavvy.com/sentences/preferences/6197
I love my telephone.,I LOVE MY TELEPHONE.,https://www.signingsavvy.com/sentences/preferences/6201
I like to drink.,I LIKE DRINK.,https://www.signingsavvy.com/sentences/preferences/6217
I love to drink.,I LOVE DRINK.,https://www.signingsavvy.com/sentences/preferences/6220
I don't like to drink.,I DON'T LIKE DRINK.,https://www.signingsavvy.com/sentences/preferences/6223
I hate to drink.,I HATE DRINK.,https://www.signingsavvy.com/sentences/preferences/6226
Do you like to drink?,YOU LIKE DRINK?,https://www.signingsavvy.com/sentences/preferences/6229
I like to eat.,I LIKE EAT.,https://www.signingsavvy.com/sentences/preferences/6232
I love to eat.,I LOVE EAT.,https://www.signingsavvy.com/sentences/preferences/6235
I don't like to eat.,I DON'T LIKE EAT.,https://www.signingsavvy.com/sentences/preferences/6240
I hate to eat.,I HATE EAT.,https://www.signingsavvy.com/sentences/preferences/6244
Do you like to eat?,YOU LIKE EAT?,https://www.signingsavvy.com/sentences/preferences/6248
I like airplanes.,I LIKE AIRPLANES.,https://www.signingsavvy.com/sentences/preferences/6252
I don't like airplanes.,I DON'T LIKE AIRPLANES.,https://www.signingsavvy.com/sentences/preferences/6256
I hate airplanes.,I HATE AIRPLANES.,https://www.signingsavvy.com/sentences/preferences/6260
Do you like airplanes?,YOU LIKE AIRPLANES?,https://www.signingsavvy.com/sentences/preferences/6264
Jim hates airplanes.,J-I-M HATES AIRPLANES.,https://www.signingsavvy.com/sentences/preferences/6275
I like cars.,I LIKE CARS.,https://www.signingsavvy.com/sentences/preferences/6279
I love cars.,I LOVE CARS.,https://www.signingsavvy.com/sentences/preferences/7663
I hate cars.,I HATE CARS.,https://www.signingsavvy.com/sentences/preferences/6291
Do you like cars?,YOU LIKE CARS?,https://www.signingsavvy.com/sentences/preferences/6295
I like motorcycles.,I LIKE MOTORCYCLES.,https://www.signingsavvy.com/sentences/preferences/6300
I love motorcycles.,I LOVE MOTORCYCLES.,https://www.signingsavvy.com/sentences/preferences/6304
I don't like motorcycles.,I DON'T LIKE MOTORCYCLES.,https://www.signingsavvy.com/sentences/preferences/6308
I hate motorcycles.,I HATE MOTORCYCLES.,https://www.signingsavvy.com/sentences/preferences/6312
Do you like motorcycles?,YOU LIKE MOTORCYCLES?,https://www.signingsavvy.com/sentences/preferences/6316
Joe loves motorcycles.,J-O-E LOVES MOTORCYCLES.,https://www.signingsavvy.com/sentences/preferences/6321
"Yes, I love motorcycles and airplanes.",YES I LOVE MOTORCYCLES AIRPLANES.,https://www.signingsavvy.com/sentences/preferences/6325
I like bicycles.,I LIKE BICYCLES.,https://www.signingsavvy.com/sentences/preferences/6329
I love bicycles.,I LOVE BICYCLES.,https://www.signingsavvy.com/sentences/preferences/6333
I don't like bicycles.,I DON'T LIKE BICYCLES.,https://www.signingsavvy.com/sentences/preferences/6337
I hate bicycles.,I HATE BICYCLES.,https://www.signingsavvy.com/sentences/preferences/6341
Do you like bicycles?,YOU LIKE BICYCLES?,https://www.signingsavvy.com/sentences/preferences/6345
I like to walk.,I LIKE WALK.,https://www.signingsavvy.com/sentences/preferences/6354
I love to walk.,I LOVE WALK.,https://www.signingsavvy.com/sentences/preferences/6358
I don't like to walk.,I DON'T LIKE WALK.,https://www.signingsavvy.com/sentences/preferences/6362
I hate to walk.,I HATE WALK.,https://www.signingsavvy.com/sentences/preferences/6366
Do you like to walk?,YOU LIKE WALK?,https://www.signingsavvy.com/sentences/preferences/6370
I like babies.,I LIKE BABIES.,https://www.signingsavvy.com/sentences/preferences/7672
I love babies.,I LOVE BABIES.,https://www.signingsavvy.com/sentences/preferences/6378
I don't like babies.,I DON'T LIKE BABIES.,https://www.signingsavvy.com/sentences/preferences/6381
I hate babies.,I HATE BABIES.,https://www.signingsavvy.com/sentences/preferences/6384
Do you like babies?,YOU LIKE BABIES?,https://www.signingsavvy.com/sentences/preferences/6387
Tom loves babies.,T-O-M LOVES BABIES.,https://www.signingsavvy.com/sentences/preferences/6391
I love my baby.,I LOVE MY BABY.,https://www.signingsavvy.com/sentences/preferences/6394
I like balls.,I LIKE BALLS.,https://www.signingsavvy.com/sentences/preferences/6397
I love balls.,I LOVE BALLS.,https://www.signingsavvy.com/sentences/preferences/6400
I don't like balls.,I DON'T LIKE BALLS.,https://www.signingsavvy.com/sentences/preferences/6403
I hate balls.,I HATE BALLS.,https://www.signingsavvy.com/sentences/preferences/6406
Do you like balls?,YOU LIKE BALLS?,https://www.signingsavvy.com/sentences/preferences/6409
I like milk.,I LIKE MILK.,https://www.signingsavvy.com/sentences/preferences/6413
I love milk.,I LOVE MILK.,https://www.signingsavvy.com/sentences/preferences/6417
I don't like milk.,I DON'T LIKE MILK.,https://www.signingsavvy.com/sentences/preferences/6421
I hate milk.,I HATE MILK.,https://www.signingsavvy.com/sentences/preferences/6425
Do you like milk?,YOU LIKE MILK?,https://www.signingsavvy.com/sentences/preferences/6429
Mia hates milk.,M-I-A HATES MILK.,https://www.signingsavvy.com/sentences/preferences/6434
I like pencils.,I LIKE PENCILS.,https://www.signingsavvy.com/sentences/preferences/6442
I love pencils.,I LOVE PENCILS.,https://www.signingsavvy.com/sentences/preferences/6446
I don't like pencils.,I DON'T LIKE PENCILS.,https://www.signingsavvy.com/sentences/preferences/6450
I hate pencils.,I HATE PENCILS.,https://www.signingsavvy.com/sentences/preferences/6453
Do you like pencils?,YOU LIKE PENCILS?,https://www.signingsavvy.com/sentences/preferences/6458
I like to write.,I LIKE WRITE.,https://www.signingsavvy.com/sentences/preferences/6463
I love to write.,I LOVE WRITE.,https://www.signingsavvy.com/sentences/preferences/6466
I don't like to write.,I DON'T LIKE WRITE.,https://www.signingsavvy.com/sentences/preferences/6471
I hate to write.,I HATE WRITE.,https://www.signingsavvy.com/sentences/preferences/6475
Do you like to write?,YOU LIKE WRITE?,https://www.signingsavvy.com/sentences/preferences/6479
Tom loves writing.,T-O-M LOVES WRITING.,https://www.signingsavvy.com/sentences/preferences/6484
I love to write books.,I LOVE WRITE BOOKS.,https://www.signingsavvy.com/sentences/preferences/6488
Do you write books?,YOU WRITE BOOKS?,https://www.signingsavvy.com/sentences/preferences/6492
I like typing.,I LIKE TYPING.,https://www.signingsavvy.com/sentences/preferences/6497
I love typing.,I LOVE TYPING.,https://www.signingsavvy.com/sentences/preferences/6501
I don't like typing.,I DON'T LIKE TYPING.,https://www.signingsavvy.com/sentences/preferences/6505
I hate typing.,I HATE TYPING.,https://www.signingsavvy.com/sentences/preferences/6509
Do you like typing?,YOU LIKE TYPING?,https://www.signingsavvy.com/sentences/preferences/6513
I like playing the piano.,I LIKE PIANO.,https://www.signingsavvy.com/sentences/preferences/6522
I love playing the piano.,I LOVE PIANO.,https://www.signingsavvy.com/sentences/preferences/6526
I don't like playing the piano.,I DON'T LIKE PIANO.,https://www.signingsavvy.com/sentences/preferences/6530
I hate playing the piano.,I HATE PIANO.,https://www.signingsavvy.com/sentences/preferences/6534
Do you love playing the piano?,YOU LOVE PIANO?,https://www.signingsavvy.com/sentences/preferences/6538
I love my Yamaha piano.,I LOVE MY Y-A-M-A-H-A PIANO.,https://www.signingsavvy.com/sentences/preferences/6543
Sam hates me.,S-A-M HATES ME.,https://www.signingsavvy.com/sentences/preferences/6566
I love Bob.,I LOVE B-O-B.,https://www.signingsavvy.com/sentences/preferences/6569
Do you love me?,YOU LOVE ME?,https://www.signingsavvy.com/sentences/preferences/6572
Dan loves me.,D-A-N LOVES ME.,https://www.signingsavvy.com/sentences/preferences/6576
Kim hates me.,K-I-M HATES ME.,https://www.signingsavvy.com/sentences/preferences/6579
I love my bicycle.,I LOVE MY BICYCLE.,https://www.signingsavvy.com/sentences/preferences/6584
I hate my car.,I HATE MY CAR.,https://www.signingsavvy.com/sentences/preferences/6587
You and me like ice cream.,YOU ME LIKE ICE CREAM.,https://www.signingsavvy.com/sentences/preferences/6601
I like you.,I LIKE YOU.,https://www.signingsavvy.com/sentences/preferences/6600
"Yes, I like books.",YES I LIKE BOOKS.,https://www.signingsavvy.com/sentences/preferences/6605
"No, I don't like motorcycles.",NO I DON'T LIKE MOTORCYCLES.,https://www.signingsavvy.com/sentences/preferences/6611
My grandmother Annie likes apples.,APPLES MY GRANDMOTHER A-N-N-I-E LIKES.,https://www.signingsavvy.com/sentences/preferences/7656
My sister Beth likes popcorn.,POPCORN MY SISTER B-E-T-H LIKES,https://www.signingsavvy.com/sentences/preferences/7685
My aunt Lisa doesn't like tea.,TEA MY AUNT L-I-S-A DOESN'T LIKE.,https://www.signingsavvy.com/sentences/preferences/7682
Which do you like apples or oranges?,YOU LIKE APPLES ORANGES WHICH?,https://www.signingsavvy.com/sentences/preferences/7646
Which do you like cookies or pie?,YOU LIKE COOKIE PIE WHICH?,https://www.signingsavvy.com/sentences/preferences/7688
Which do you like chicken or fish?,YOU LIKE CHICKEN FISH WHICH?,https://www.signingsavvy.com/sentences/preferences/7692
I hate to type.,I HATE TYPE.,https://www.signingsavvy.com/sentences/preferences/7665
I dislike airplanes.,I DISLIKE AIRPLANES.,https://www.signingsavvy.com/sentences/preferences/7668
My mother's favorite class is algebra.,ALGEBRA MY MOTHER HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/preferences/7704
My favorite drink is apple juice.,MY FAVORITE DRINK WHAT? APPLE J-U-I-C-E?,https://www.signingsavvy.com/sentences/preferences/7657
Are you prepared for hurricane season?,HURRICANE S-E-A-S-O-N YOU READY PREPARE?,https://www.signingsavvy.com/sentences/questions/5671
"Did you see the movie about the life of Kitty O’Neil, a deaf stuntwoman and racer?",YOU FINISH SEE MOVIE ABOUT DEAF WOMAN HERSELF FAMOUS S-T-U-N-T WOMAN AND CAR RACER. HER NAME K-I-T-T-Y O’-N-E-I-L.,https://www.signingsavvy.com/sentences/questions/5672
Do you like to watch baseball?,BASEBALL WATCH YOU LIKE?,https://www.signingsavvy.com/sentences/questions/5673
Can you hear all the birds singing?,ALL BIRDS SINGING HEAR CAN YOU?,https://www.signingsavvy.com/sentences/questions/5674
Do you like Arby’s or Wendy’s french fries better?,FRENCH FRIES A-R-B-Y'S W-E-N-D-Y'S YOU LIKE BETTER WHICH?,https://www.signingsavvy.com/sentences/questions/5675
Do you like chocolate ice cream?,CHOCOLATE ICE CREAM YOU LIKE?,https://www.signingsavvy.com/sentences/questions/5676
What kind of computer do you prefer? A Mac or a PC?,COMPUTER YOU PREFER WHICH? M-A-C P-C WHICH?,https://www.signingsavvy.com/sentences/questions/5677
What are you doing tomorrow night?,TOMORROW NIGHT YOU DO-DO?,https://www.signingsavvy.com/sentences/questions/5678
Do you want to put sugar in your coffee?,YOUR COFFEE SUGAR PUT-IN YOU WANT?,https://www.signingsavvy.com/sentences/questions/5679
Would you like a cup of tea?,CUP TEA YOU WANT?,https://www.signingsavvy.com/sentences/questions/5680
Do you want to walk to the store to buy ice cream?,STORE YOU WANT WALK BUY ICE CREAM?,https://www.signingsavvy.com/sentences/questions/5681
Can you order me a cheeseburger?,CHEESEBURGER ORDER FOR ME CAN YOU?,https://www.signingsavvy.com/sentences/questions/5682
What color is your new car?,YOUR NEW CAR COLOR WHAT?,https://www.signingsavvy.com/sentences/questions/5683
Can you meet me for lunch?,LUNCH MEET ME CAN YOU?,https://www.signingsavvy.com/sentences/questions/5684
Will you turn up the radio please?,RADIO YOU TURN-UP PLEASE.,https://www.signingsavvy.com/sentences/questions/5685
Can you write a poem that rhymes?,POEM R-H-Y-M-E WRITE CAN YOU?,https://www.signingsavvy.com/sentences/questions/5686
Would you like a straw in your drink?,YOUR DRINK STRAW YOU WANT?,https://www.signingsavvy.com/sentences/questions/5687
Where are you going for Thanksgiving dinner?,THANKSGIVING DINNER YOU GO WHERE?,https://www.signingsavvy.com/sentences/questions/5688
Would you like a slice of tomato on your sandwich?,YOUR SANDWICH TOMATO YOU WANT ADD?,https://www.signingsavvy.com/sentences/questions/5689
Who wrote the Constitution?,CONSTITUTION WHO WROTE?,https://www.signingsavvy.com/sentences/questions/5690
Do you know any good jokes?,GOOD JOKE YOU KNOW ANY?,https://www.signingsavvy.com/sentences/questions/5691
I'm sorry I didn't catch what you said. Can you please repeat yourself?,SORRY ME NOT UNDERSTAND YOU PLEASE REPEAT.,https://www.signingsavvy.com/sentences/questions/5692
Do you want to build a snowman?,SNOWMAN YOU WANT BUILD?,https://www.signingsavvy.com/sentences/questions/5693
Do you have a 20 dollar bill?,20 DOLLAR YOU HAVE?,https://www.signingsavvy.com/sentences/questions/5694
Do you know our national anthem?,OUR NATIONAL ANTHEM SONG YOU KNOW?,https://www.signingsavvy.com/sentences/questions/5695
What tool do I need to fix the bike seat?,BIKE SEAT #FIX WHICH T-O-O-L I NEED?,https://www.signingsavvy.com/sentences/questions/5696
What kind of soft drink would you like - Coke or Pepsi?,SOFT DRINK WHICH YOU PREFER? #COKE PEPSI WHICH?,https://www.signingsavvy.com/sentences/questions/5697
Are you going to the Veteran's Day parade?,V-E-T-E-R-A-N-S DAY PARADE YOU GO?,https://www.signingsavvy.com/sentences/questions/5698
Are you going to a party on New Year's Eve?,NEW YEARS E-V-E PARTY YOU GO?,https://www.signingsavvy.com/sentences/questions/5699
Is your school closed for Martin Luther King Jr. Day?,M-L-K DAY YOUR SCHOOL CLOSED?,https://www.signingsavvy.com/sentences/questions/5700
Which Girl Scout cookie is your favorite?,GIRL SCOUT COOKIE YOUR FAVORITE WHICH?,https://www.signingsavvy.com/sentences/questions/5701
Can I offer you a refreshment?,REFRESHMENT CAN I OFFER YOU?,https://www.signingsavvy.com/sentences/questions/5702
Do you use google.com?,G-O-O-G-L-E DOT C-O-M YOU USE?,https://www.signingsavvy.com/sentences/questions/5703
Do you want to join our bowling league?,OUR BOWLING L-E-A-G-U-E JOIN-US YOU WANT?,https://www.signingsavvy.com/sentences/questions/5704
Do you like books?,YOU LIKE BOOKS?,https://www.signingsavvy.com/sentences/questions/6272
Do you like trees?,YOU LIKE TREES?,https://www.signingsavvy.com/sentences/questions/6271
Do you like ice cream?,YOU LIKE ICE CREAM?,https://www.signingsavvy.com/sentences/questions/6270
Do you like telephones?,YOU LIKE TELEPHONES?,https://www.signingsavvy.com/sentences/questions/6269
Do you like to drink?,YOU LIKE DRINK?,https://www.signingsavvy.com/sentences/questions/6268
Do you like to eat?,YOU LIKE EAT?,https://www.signingsavvy.com/sentences/questions/6267
Do you like airplanes?,YOU LIKE AIRPLANES?,https://www.signingsavvy.com/sentences/questions/6266
Do you like cars?,YOU LIKE CARS?,https://www.signingsavvy.com/sentences/questions/6297
Do you like motorcycles?,YOU LIKE MOTORCYCLES?,https://www.signingsavvy.com/sentences/questions/6318
Do you like bicycles?,YOU LIKE BICYCLES?,https://www.signingsavvy.com/sentences/questions/6347
Do you bike?,YOU BIKE?,https://www.signingsavvy.com/sentences/questions/6351
